9321104098658;0;12,95;0
9321104098641;0;12,95;0
0000000000033;0;4,2;0
0000000000034;0;4,365;0
0000000000035;0;8,25;0
0000000000036;0;15,75;0
0000000000037;0;8,25;0
0000000000038;0;4,215;0
109824GARE   ;0;23,95;0
0000000000040;0;4,515;0
0000000000041;0;7,575;0
0000000000042;0;20,85;0
0000000000043;0;2,535;0
0000000000044;0;7,275;0
0000000000045;0;3,825;0
0000000000046;0;5,9211;0
0000000000047;0;5,205;0
0000000000048;0;4,29;0
0000000000052;0;14,95;0
3417768275224;0;26,55;0
0000000000058;0;12,31875;0
3417761000229;0;21,95;0
0000000000060;0;55,75;0
0000000000061;0;20,985;0
0000000000062;0;17,95;0
3417761008225;0;19,95;0
0204308253612;0;18,7;0
0000000000064;0;13,7025;0
3417768617871;0;58,95;0
0000000000066;0;41,34;0
0000000000069;0;5,3244;0
0000000000070;0;4,2891;0
0000000000074;0;5,505;0
8430173161369;0;3,1196;0
8430173152060;0;0,95;0
8430173175502;0;1;0
8430173172587;0;2,948;0
8430173172631;0;2,73175;0
8430173176653;0;1,5532;0
8430173176660;0;1,365;0
8430173176677;0;2,8245;0
8430173177605;0;3,0998;0
8430173177322;0;1;0
8430173142634;0;1;0
8430173150578;0;0,91;0
8430173181435;0;2,4376;0
8430173168009;0;1,5356;0
8430173179623;0;2,541;0
8430173179654;0;2,4398;0
8430173146243;0;3,0998;0
8430173174123;0;1,351;0
8430173174161;0;1,379;0
8430173174147;0;0,8925;0
8430173174277;0;1;0
8430173178305;0;1,5576;0
8430173176479;0;3;0
8430173174956;0;1;0
8430173175007;0;1;0
8430173178107;0;1,4894;0
8430173178152;0;1;0
8430173140371;0;0,94;0
8430173141590;0;1;0
8430173139498;0;2,9282;0
0000000000001;-8774,93595842657;0;0
8522562586426;0;0,9;0
8422562585979;0;0,9;0
8422562724330;0;0,9;0
8422562028742;0;1,756;0
8422562028780;0;1,756;0
8422562028797;0;1,756;0
8422562021477;0;1,666;0
8422562475751;0;1,756;0
8422562485729;0;1,9316;0
8422562485736;0;1,758;0
8422562485743;0;1,758;0
8422562057711;0;1,83;0
8422562066416;0;1,95;0
8422562066294;0;1,756;0
8422562065747;0;1,756;0
8422562022672;0;1,756;0
8422562066843;0;2,1296;0
8422562064450;0;1,666;0
8422562066546;0;2,1296;0
8422562020463;0;1,756;0
8422562072677;0;1,9316;0
8422562036686;0;1,9316;0
8422562027424;0;1,666;0
8422562020401;0;1,9316;0
8422562065167;0;1,794;0
8422562063750;0;1,606;0
8422562063446;0;2,024;0
8422562066300;0;1,666;0
8422562063910;0;1,666;0
8422562063798;0;2;0
8422562019733;0;1,758;0
8422562063330;0;2,1296;0
8422562064269;0;1,756;0
8422562063699;0;1,936;0
8422562063705;0;1,936;0
8422562019009;0;1,9316;0
8436045624055;0;6,93;0
8422562447338;0;7,55;0
8422562857991;0;0,6;0
8429412998965;0;0,826;0
8429412998972;0;0,83;0
8422562062432;0;0,51;0
8422562062425;0;0,51;0
8422562033272;0;0,51;0
8422562062456;0;0,51;0
8422562062449;0;0,51;0
8422562021484;0;1,666;0
8422562446232;0;1,9316;0
8422562954355;0;1,756;0
8422562063477;0;1,9294;0
8422562954591;0;1,666;0
8422562021828;0;1,9316;0
8422562027714;0;1,756;0
8422562020395;0;1,9316;0
8422562020340;0;1,576;0
8422562019191;0;1,9338;0
8422562038246;0;1,9316;0
8422562066683;0;1,936;0
8422562064245;0;1,756;0
8422562350270;0;3,63;0
8422562021316;0;7,095;0
8422562021187;0;7,095;0
8422562028889;0;5,53875;0
8422562028834;0;5,53875;0
8422562028865;0;5,53875;0
8422562000335;0;6,75;0
8422562027677;0;5,64375;0
8422562027646;0;5,64375;0
8422562027622;0;7,095;0
8422562027707;0;5,18525;0
8422562064153;0;5,44775;0
8422562063866;0;5,99;0
8422562064436;0;7,75;0
8422562064467;0;5,81525;0
8422562744949;0;6,93;0
8422562743676;0;6,93;0
8422562040614;0;7,92;0
8422562425794;0;5,64375;0
8422562002681;0;5,64375;0
8422562072790;0;7,095;0
8422562072813;0;5,90625;0
8422562044629;0;6,02525;0
8422562429327;0;5,11875;0
8422562044575;0;7,95;0
8422562426920;0;4,4625;0
8422562426913;0;5,11875;0
8422562427224;0;3,66975;0
8422562426944;0;3,69775;0
8422562426906;0;5,25;0
8422562429358;0;11,52;0
8422562427101;0;6,0375;0
8422562044551;0;7,00175;0
8422562044605;0;8,95;0
8422562853702;0;6,55;0
8422562854099;0;6,765;0
8422562042687;0;6,45;0
8422562019399;0;7,095;0
8422562048931;0;7,95;0
8422562041611;0;7,095;0
8422562064443;0;14,157;0
8422562857595;0;0,81;0
8422562264065;0;5,3725;0
0078257582259;0;1,388;0
6942138906110;0;1,784;0
0078257580354;0;1,96;0
6942138902549;0;1,766;0
8422562217092;0;2,056;0
6942138960013;0;7,372;0
6942138905755;0;9,95;0
8422562064115;0;1,936;0
8422562065624;0;1,268;0
8422562065884;0;2,178;0
8422562063859;0;0,66;0
8422562020203;0;1,756;0
8422562063767;0;1,756;0
8422562063743;0;1,15;0
6942138906080;0;2,002;0
8424568001071;0;12,0825;0
8424568001507;0;9,95;0
8424568002306;0;11,95;0
8424568007004;0;34,95;0
8424568021321;0;4,75;0
8424568021666;0;4,4625;0
8424568019007;0;7,95;0
8424568019106;0;2,25;0
8424568019229;0;3,45;0
8424568021000;0;3,95;0
8424568021307;0;6,95;0
8424568021383;0;3,75;0
8424568021420;0;6,45;0
8424568021437;0;5,95;0
8424568021505;0;11,95;0
8424568021543;0;5,925;0
8424568021567;0;7,7;0
8424568021604;0;7,84;0
8424568021659;0;9,95;0
8424568022007;0;11,45;0
8424568022410;0;16,75;0
8424568022458;0;26,95;0
8422562001240;0;1,99;0
8422562036679;0;1,76;0
8422562039120;0;1,66;0
8422562039175;0;1,668;0
8422562039229;0;1,668;0
8422562039243;0;1,668;0
8422562063873;0;2,25;0
8422562064252;0;1,99;0
8422562064290;0;5,95;0
8422562066591;0;1,8326;0
8422562066928;0;6,95;0
8422562068304;0;14,95;0
8422562070239;0;1,8326;0
8422562070482;0;18,6824;0
8422562072721;0;1,76;0
8422562072738;0;1,756;0
8422562072950;0;21,2146;0
